110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,126,124,124,124,124,138,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,121,2,0,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,126,125,2,0,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,126,124,125,2,0,0,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,110,110,110,126,125,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,110,110,126,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,110,126,125,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
110,110,110,110,110,110,110,110,110,110,110,110,121,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,126,124,124,127,110,110,110,110,110,110,121,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
110,110,121,2,0,122,110,110,110,110,110,110,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,121,1,118,129,110,110,110,110,110,126,124,0,0,0,0,0,0,0,0,39,36,0,0,0,0,0,0,0,0
110,110,121,0,122,110,110,110,110,110,110,121,0,0,0,0,0,0,0,0,39,46,0,0,0,0,0,0,0,0,0
110,110,128,119,129,110,110,110,110,110,110,121,0,0,0,0,0,39,30,30,46,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,121,0,0,0,0,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,128,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,110,110,110,110,110,110,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,119
110,110,126,124,127,110,110,110,110,110,110,110,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,119,129,110
110,110,121,0,122,110,110,110,110,110,110,110,128,142,119,119,119,119,119,120,18,19,19,19,19,20,118,129,110,110,110
110,110,128,119,129,110,110,110,110,110,110,110,110,143,110,110,110,110,110,128,250,251,251,251,251,252,129,110,110,110,110
110,110,110,110,110,110,110,110,110,110,110,110,110,143,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
110,110,110,110,110,110,110,110,110,110,238,248,248,143,239,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
110,110,110,110,110,110,110,110,238,248,249,0,0,0,247,237,253,255,127,110,110,110,110,110,110,110,110,110,110,110,110
110,110,110,110,110,238,248,248,249,0,1,0,0,0,0,0,0,0,234,110,110,110,110,110,110,110,110,110,110,110,110
110,110,110,110,238,249,52,54,50,0,90,0,0,0,0,0,0,0,245,110,110,110,110,110,110,110,110,110,110,110,110
110,238,248,248,249,50,57,59,0,0,0,0,0,0,37,0,0,0,245,110,110,110,110,110,110,110,110,110,110,110,110
238,249,52,54,50,50,0,0,0,0,0,0,0,0,32,0,0,0,245,110,110,110,110,110,110,110,110,110,110,110,110
249,50,57,59,0,0,0,90,0,0,0,0,0,0,32,0,0,0,245,110,110,110,110,110,110,110,110,110,110,110,110
50,50,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,245,110,110,110,110,110,110,110,110,110,110,110,110
50,0,0,0,0,0,0,0,0,0,0,0,0,39,46,0,0,2,245,110,110,110,110,110,110,110,110,110,110,110,110
50,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,92,245,110,110,110,110,110,110,110,110,110,110,110,110
50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,242,241,110,110,110,110,110,142,110,110,110,110,110,110
50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,248,248,248,239,110,110,143,110,142,110,110,110,110
0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,2,235,110,110,143,110,143,110,110,110,110
0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,123,253,254,143,254,143,254,255,127,110
0,0,0,0,0,90,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,23,24,24,24,24,24,25,123,124
0,0,0,0,0,0,0,0,0,0,2,0,39,46,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
0,0,0,0,0,0,0,0,0,39,30,30,45,30,36,0,0,2,0,0,35,30,36,0,0,0,0,2,0,0,0
0,0,0,0,0,0,39,30,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
