‹L“ü‚Å‚«‚È‚¢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,52,53,53,54,52,51,65,66,67,60,51,51,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,63,51,51,64,63,51,51,51,51,67,51,51,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,53,53,67,51,51,65,67,51,51,51,51,51,51,51,51
0,0,0,3,0,0,0,0,0,0,0,50,0,0,0,0,63,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
0,0,0,0,37,0,0,0,0,0,0,50,0,0,0,0,56,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
0,0,0,0,33,0,0,0,0,0,0,52,53,53,53,53,67,51,51,51,51,51,51,51,51,60,61,61,62,51,51,51
0,0,0,0,33,0,0,0,0,0,0,56,51,51,51,51,51,51,51,51,51,51,51,51,51,64,2,90,56,51,51,51
0,0,0,0,33,0,0,0,0,0,0,63,51,51,51,51,51,51,51,51,51,51,51,51,51,65,66,66,67,51,51,51
0,0,0,0,33,0,0,0,0,50,52,67,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
0,0,0,0,38,0,0,0,0,0,56,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
0,0,0,0,0,0,0,0,0,0,57,62,51,60,61,61,61,62,51,51,51,51,51,51,51,51,51,51,51,51,51,51
0,0,0,0,0,0,0,0,0,0,0,57,58,59,39,30,36,56,51,51,51,51,51,51,51,51,51,51,51,51,51,51
0,0,0,0,37,0,0,1,0,0,35,30,30,30,46,52,53,67,51,51,51,51,51,51,51,51,51,51,51,51,51,51
0,0,0,3,33,0,0,0,0,0,0,50,52,53,53,67,51,51,51,51,51,51,51,60,61,62,51,51,51,51,51,51
0,0,0,39,46,0,0,0,0,0,0,0,56,51,51,51,51,51,51,51,51,51,51,64,91,56,51,51,51,51,51,51
0,0,0,33,0,0,0,0,0,0,0,0,56,51,51,51,51,60,61,61,62,60,61,59,52,67,51,51,51,51,51,51
0,0,0,33,0,0,0,0,0,92,0,52,67,51,51,51,51,64,91,3,57,59,37,52,67,61,62,51,51,51,51,51
0,0,0,33,0,0,0,0,0,2,0,63,51,51,51,51,51,65,66,66,54,39,46,56,64,91,56,51,51,51,51,51
0,0,0,38,0,0,0,0,0,0,0,63,60,61,62,51,51,51,51,51,64,33,52,67,65,66,67,51,51,51,51,51
0,0,0,0,0,0,0,0,0,0,52,67,64,91,56,51,51,51,51,51,64,33,56,51,51,51,51,51,51,51,51,51
0,0,0,0,0,0,0,0,0,0,57,58,59,52,67,51,51,51,51,51,64,33,57,61,61,62,51,51,51,51,51,51
0,0,0,37,0,0,0,0,0,0,0,0,0,57,62,51,51,60,61,61,59,33,0,0,0,57,61,58,61,62,51,51
0,0,0,37,0,0,0,0,0,0,0,0,0,0,56,51,51,55,0,0,0,38,0,0,0,0,0,0,0,56,51,51
0,39,30,45,41,0,0,0,0,0,0,0,0,0,57,61,58,59,0,0,0,0,0,0,0,0,0,0,0,57,62,51
30,46,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,58
0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,44,36,0,1,0,0,14,12,15,0,90,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,91,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
