ì«Ç›çûÇ‹Ç»Ç¢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,57,58,59,57,62,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55,0,0
0,0,0,0,0,0,0,57,59,0,0,0,0,182,170,170,170,184,0,0,0,0,0,0,0,0,0,0,0,0,56,55,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,171,200,202,200,171,0,0,0,0,0,0,0,0,0,0,0,52,67,55,0,0
54,0,0,182,191,170,191,184,0,0,0,0,0,171,200,200,200,171,0,182,193,191,170,193,170,170,191,184,0,56,60,59,0,0
59,0,0,197,0,0,0,171,0,0,0,0,0,171,200,200,200,171,0,171,0,0,213,202,214,0,0,171,0,56,64,0,0,0
54,0,0,0,0,0,0,197,0,0,196,0,0,185,170,178,170,187,0,171,0,0,215,218,217,0,0,171,0,63,64,0,0,0
65,54,0,0,0,0,0,0,1,0,188,192,191,190,0,73,0,188,193,190,0,0,0,0,0,0,0,171,52,67,65,54,0,52
51,55,0,196,0,210,212,0,0,0,0,0,0,0,0,73,0,0,0,0,11,0,0,0,0,0,0,171,57,58,62,55,0,56
51,55,0,171,0,215,214,0,0,210,212,210,212,0,0,73,0,0,0,0,0,0,0,0,0,196,0,181,0,0,57,59,52,67
51,55,0,171,0,0,217,0,0,215,217,182,191,184,0,73,0,182,193,184,0,0,0,16,0,197,0,171,0,0,0,0,56,51
60,59,0,171,0,11,0,196,0,0,0,171,0,171,0,73,0,171,0,171,0,196,0,17,0,0,0,171,52,53,53,53,51,51
55,0,0,171,0,0,0,197,0,0,0,171,2,171,0,77,0,171,0,177,0,197,0,0,0,0,0,171,56,51,51,51,51,51
59,0,0,171,0,0,212,0,0,0,0,171,0,188,170,193,170,190,0,171,0,0,0,0,0,196,0,171,56,51,51,51,51,51
0,0,0,171,0,0,217,0,11,196,0,171,0,0,0,0,0,0,0,171,0,0,0,0,0,171,0,171,57,62,51,51,51,51
0,0,0,197,0,0,0,0,0,171,0,188,191,193,184,0,0,0,0,171,0,0,0,0,0,197,0,171,52,67,51,51,51,51
0,0,0,196,0,182,193,184,0,197,0,0,0,0,171,0,0,0,0,171,0,0,0,0,0,0,0,171,56,51,51,51,60,58
0,0,0,171,0,197,0,197,0,0,0,196,0,11,171,0,0,0,0,185,195,194,192,193,195,0,0,197,57,58,58,58,59,0
1,0,0,171,0,0,0,0,0,0,0,197,0,0,177,0,0,0,0,171,0,0,0,0,0,0,162,163,163,163,163,164,0,0
0,0,0,177,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,171,0,0,11,0,0,0,165,50,0,0,50,160,163,163
0,0,0,188,192,170,176,191,193,191,170,170,191,170,190,0,0,0,0,171,11,0,0,0,0,0,165,50,0,0,0,0,50,0
0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,162,161,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,14,12,15,0,0,0,162,161,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,46,0,0,162,163,163,163,163,161,0,0,196,0,0,0,50,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,162,163,163,163,163,163,161,0,1,0,0,0,0,0,197,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,150,163,163,163,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,37,0,0,0,196,0,0,210,212,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44,30,0,0,0,0,0,0,32,0,0,0,197,0,0,213,217,0,0,0,174,0,0,0,0,0,0
0,0,0,0,0,0,0,35,30,36,0,0,0,0,39,46,0,0,0,0,0,0,215,212,0,0,0,197,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,2,215,214,0,0,0,0,0,0,0,0,0,0
163,163,163,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,1,0,0,0,0,0,0,0,0
0,3,0,160,163,163,163,163,163,164,0,0,0,0,0,0,0,0,0,0,0,0,210,214,0,0,0,0,0,0,0,0,0,0
0,92,0,0,0,0,0,0,0,160,163,151,0,0,0,0,0,0,0,0,0,0,215,214,0,0,0,0,0,0,0,0,0,0
0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,217,0,0,0,196,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194,193,195,0,0,0,194,190,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
